1,1,114.40008171700,30.50905875630
1,2,114.40522492200,30.51004742230
1,3,114.41073575400,30.50937641430
1,4,114.41414790100,30.50931930720
1,5,114.41767426200,30.50894097290
1,6,114.41841665400,30.50667810550
1,7,114.41733162000,30.50268061100
1,8,114.41746011100,30.49954686090
1,9,114.41985146900,30.49662012380
1,10,114.42259974600,30.49558505830
1,11,114.42431295800,30.49679858340
1,12,114.42484833700,30.50101022940
1,13,114.42896480500,30.50151586490
1,14,114.42781314600,30.50316245190
1,15,114.42770844900,30.50433314670
1,16,114.42770844900,30.50621767980
1,17,114.42886010800,30.50750258880
1,18,114.43026874900,30.50765487430
